id,domain,feature,user_story,expected_behavior,status,gaps_for_robustness,priority,test_result,notes
D18,Billing,Song Transaction Ledger,"As the platform, I want every credit grant, spend, and refund recorded in an immutable transaction ledger, so that a user's balance is fully auditable.","; - `song_transactions` table: `(id, user_id, type, amount, balance_before, balance_after, source, reference_type, reference_id, description, created_at)`. ; - `recordSongTransaction()` called from all grant/spend/revoke paths in subscription-manager. ; - Types: SUBSCRIPTION_GRANT, TRIAL_GRANT, ADMIN_UPGRADE, SONG_SPEND, SONG_REFUND, etc.",Implemented,; 1. Gift wallet spend (`gift_wallet_transactions`) is a _separate_ ledger — there is no unified transaction log across both ledgers. Auditing a user's complete credit history requires joining two tables. ; 2. Poem transactions use `entitlements.poems_remaining` directly with no `poem_transactions` ledger — poem usage is unauditable beyond the current balance.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `song_transactions`, `gift_wallet_transactions`, `entitlements` ; --- ; | ; --- ;"
E1,Sharing,Create Share Link (Lifetime Token),"As a sender, I want to create a lifetime share link for my song or poem, so that my recipient can always open it without it ever expiring.","; - Endpoint: `POST /tracks/:id/share` (songs), `POST /poems/:id/share` (poems) ; - Calls `createOrReuseShareToken(db, { trackId, userId, requirePin, shareType })` in `share-service.js` ; - Token ID generated with `newShareId()`, expiry set to `LIFETIME_SHARE_EXPIRES_AT` = `9999-12-31T23:59:59.000Z` ; - `share_type = 'lifetime'` inserted into `share_tokens` ; - `stream_key_id` (UUID) and `stream_k",Implemented,"; - No idempotency key on the `POST /tracks/:id/share` endpoint — concurrent requests from the same user can race past the `isShareUsable` check and create two tokens (the DELETE of stale tokens is not atomic with the INSERT) ; - `isShareUsable` checks `status IN ('unbound', 'claimed')` but does not verify `track_version_id` is still the latest — share can point to an outdated render version after",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `share_tokens`, `poem_share_tokens`, `tracks` ; --- ; | ; --- ;"
E2,Sharing,Device-Binding / First-to-Claim,"As a recipient, I want to claim a shared gift to my device on a first-come basis, so that the song becomes mine and can't be hijacked by someone else.","; - Endpoint: `POST /share/:shareId/claim` ; - Pre-claim checks in JS (not atomic): ; 1. If `share.bound_device_id` is set AND differs from incoming `deviceId` → 409 `TOKEN_ALREADY_BOUND` ; 2. If `share.bound_user_id` is set AND differs from incoming `claimUserId` → 409 `TOKEN_ALREADY_BOUND` ; - Atomic UPDATE (the real guard): ; ```sql ; UPDATE share_tokens ; SET status = 'claimed', bound_device_i",Implemented,"; - `bound_user_id` bind is soft: `COALESCE(?, bound_user_id)` means if `claimUserId` is NULL the original user_id is preserved — a signed-out claim can silently inherit a prior user's binding ; - No re-bind endpoint for legitimate device transfer (e.g. user gets new phone) — once bound, the song is locked to the original device forever unless admin intervenes ; - `claim_attempts` counter is reset",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `share_tokens`, `track_library_entries`, `share_access_log` ; --- ; | ; --- ;"
E3,Sharing,Receiver Session / Claim Flow,"As a recipient, I want a receiver session that tracks my claim journey, so that opening, downloading, and claiming a gift work smoothly across steps.","; - Service: `src/services/receiver-session-service.js` ; - Table: `receiver_sessions` (migration 103) with columns: `id`, `share_id`, `content_kind` (song|poem), `receiver_handoff_id`, `receiver_session_secret_hash`, `receiver_claim_token_hash`, `handoff_expires_at`, `handoff_resolved_at`, `claim_token_expires_at`, `download_attributed_at`, `first_event_name`, `last_event_name`, `first_ip_address",Implemented,"; - Session secret is verified on subsequent calls but the initial `createIfMissing=true` path creates a session and returns the secret in plaintext — if this response is intercepted over HTTP (non-HTTPS dev), the secret leaks ; - `receiver_claim_tokens` table exists but there is no confirmed code path in routes that issues or redeems a claim token — the table may be scaffolded but not wired in ; ",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `receiver_sessions`, `receiver_session_events`, `receiver_claim_tokens` ; --- ; | ; --- ;"
E4,Sharing,Recipient Deep-Link / App-Wall Handoff,"As a recipient, I want a shared link to route me into the installed app (or the App Store) with my gift attached, so that I land directly on my song.","; - Service: `src/services/app-link-service.js` — `buildReceiverSaveUrl({ shareId, receiverSessionId, receiverHandoffId, contentKind, placement })` ; - If `APPSFLYER_ONELINK_BASE_URL` env var is set AND `receiverHandoffId` is provided: ; - Builds OneLink URL with params: `pid=share_receiver`, `c=shared_gift_receiver`, `deep_link_value=<receiverHandoffId>`, `deep_link_sub1=<receiverSessionId>`, `de",Implemented,"; - `tryOpenInstalledApp` 1200ms timer + `visibilitychange` race: if iOS shows an ""Open in Porizo?"" confirmation dialog and the user is slow to respond, the 1200ms timer fires and sends them to the App Store — user sees both the app AND the App Store tab open ; - iOS bfcache: when user returns from the app to Safari, the page is restored from bfcache — stale `settled` state in the JS timer may s",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `receiver_sessions` ; --- ; | ; --- ;
E5,Sharing,ReceiverHandoffId Persistence (download → login → claim lifecycle),"As a recipient, I want my gift identity preserved across download, login, and claim, so that the right song is attributed to me even after installing the app.","; - Handoff ID format: `rh_<24 hex chars>` (validated with regex `/^rh_[a-f0-9]{24}$/`) ; - Generated: `generatePrefixedId(""rh"", 12)` at session creation; 14-day expiry `handoff_expires_at` ; - Persisted: in `receiver_sessions.receiver_handoff_id` (UNIQUE index); passed to iOS app via OneLink `deep_link_value` param OR custom scheme `porizo:///receiver-handoff/<id>` ; - Rotation: `rotateReceiver",Implemented,"; - `resolveHandoff` returns null if `consumeHandoff` fails (race) — but does not return an error code distinguishing ""already consumed by another process"" from ""handoff not found""; iOS must handle this gracefully ; - 14-day expiry is hard-coded in the service (not configurable) — if recipient delays app install > 14 days, handoff is gone and they must navigate to the share URL again (no re-de",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `receiver_sessions` ; --- ; | ; --- ;
E6,Sharing,SMS Gift Delivery (Twilio),"As a sender, I want my gift delivered to the recipient by SMS, so that they receive it on their phone even without the app.","; - Gift orders have `channels_json` (e.g. `[""sms"",""email""]`) and `recipient_phone` ; - `gift_delivery_outbox` table (migration 081) per-channel row: `channel='sms'`, `recipient=<phone>`, `status: pending|sending|sent|failed|cancelled` ; - Delivery dispatched via `gift-delivery-ops.js` functions ; - Provider: Twilio (confirmed from `normalizeTwilioReceipt` in `gift-delivery-ops.js`) ; - Twilio",Partial,; - No confirmed `sendGiftSms()` function in `sms-service.js` or `gift-delivery-ops.js` — only OTP delivery is clearly implemented via `sendVerificationCode`; the actual gift SMS dispatch call site was not found ; - No STOP/opt-out handling at the gift delivery level — only at the OTP level; a STOP recipient will receive a failed delivery with no automated cleanup ; - `next_retry_at` exists on the,P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `gift_delivery_outbox`, `gift_orders` ; --- ; | ; --- ;"
E7,Sharing,Email Gift Delivery (Resend),"As a sender, I want my gift delivered to the recipient by email with delivery tracking, so that I know it reached their inbox.","; - `gift_delivery_outbox` table row with `channel='email'`, `recipient=<email>`, `provider_name='resend'` ; - Resend webhook receipt normalization via `normalizeResendReceipt()` in `gift-delivery-ops.js`: ; - `email.sent → sent`, `email.delivered → delivered`, `email.delivery_delayed → sent`, `email.bounced → bounced`, `email.complained → complained`, `email.failed → failed` ; - `providerMessageI",Partial,"; - No confirmed `sendGiftEmail()` function call site in `email-service.js` specific to gift delivery — only normalization logic found ; - No confirmed webhook route `POST /webhooks/resend` in routes grep — if missing, receipt updates never fire and outbox rows stay in `sent` indefinitely ; - `email.complained` (spam report) maps to `complained` receipt status but there is no confirmed block-list ",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `gift_delivery_outbox`, `gift_orders`, `marketing_contacts` ; --- ; | ; --- ;"
E8,Sharing,Push Notifications — Transactional (APNs),"As a user, I want a silent push to refresh my app when a render completes, so that my finished song appears without me reopening the app.","; - Service: `src/services/push-notification.js` ; - Provider: Apple APNs via `@parse/node-apn` package ; - Function: `sendSilentPush(pushToken, payload)` — validates push token with `APNS_TOKEN_RE = /^[0-9a-fA-F]{64}$/` ; - APNs provider instantiated lazily; rotated every 50 minutes (`APNS_TOKEN_TTL_MS`) to avoid JWT expiry ; - Notification type: silent push (`content-available: 1`, no `alert`) —",Implemented,"; - No `user_devices` or `push_tokens` table confirmed in migrations — device push token storage mechanism unknown; could be a column on `users` table ; - No confirmed call site where `sendSilentPush` is invoked (e.g., after render completion in job runner) — the function exists but wiring to job completion is not confirmed ; - No delivery confirmation: APNs does not return delivery receipts for s",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** unknown (push token storage not confirmed) ; --- ; | ; --- ;
E9,Sharing,Push Notifications — Marketing (OneSignal),"As the platform, I want to send marketing push notifications to user segments via OneSignal, so that dormant users are re-engaged.","; - Service: `src/services/onesignal.js` ; - Provider: OneSignal REST API (`https://api.onesignal.com`) — no SDK, raw HTTP ; - Two dispatch functions confirmed: ; 1. `sendToSegment({ segments, title, body, data, imageUrl, name })` — sends to named OneSignal segments (e.g., ""Dormant 7-14 Days""); `included_segments` field ; 2. `sendToUsers({ userIds, title, body, data, imageUrl, name })` — sends t",Implemented,"; - No confirmed call site for `sendToUsers` in gift/share domain — it is unclear when a ""gift ready"" or ""share claimed"" push is triggered through OneSignal vs APNs ; - No idempotency / deduplication — calling `sendToUsers` twice with the same payload sends two notifications ; - No delivery receipt handling from OneSignal webhooks — notifications may silently fail ; - `sendToSegment` with broa",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** none (push tokens in OneSignal, not local DB) ; --- ; | ; --- ;"
E10,Sharing,Share Access Logging,"As the platform, I want every share-page open, play, and claim event logged, so that I can measure how shared gifts are used.","; - Table: `share_access_log` (song shares), `poem_share_access_log` (poem shares) ; - Service helper: `addShareAccessLog({ shareTokenId, eventType, metadata })` in `share-service.js` ; - Event types confirmed in `src/routes/sharing.js`: ; - `web_viewer_opened` — share page opened in browser ; - `web_player_opened` — share page opened with web player ; - `gift_link_opened` — gift-specific share pa",Implemented,; - No confirmed index on `share_access_log.share_token_id` — full table scans on the stats query if the table grows large ; - `metadata` stored as JSON but no schema enforcement — different callers use different metadata shapes for the same `eventType` ; - No retention policy / TTL on `share_access_log` — unbounded growth ; - `poem_share_access_log` is a separate table; cross-content analytics mu,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `share_access_log`, `poem_share_access_log` ; --- ; | ; --- ;"
E11,Sharing,Share Follow-Ups,"As a sender, I want timed follow-up nudges after I share, so that I'm reminded to ensure my recipient received their gift.","; - Service: `src/services/share-followup-service.js` — pure scheduling / copy logic, intentionally DB-free ; - Table: `share_followups` (migration 114) — `id`, `share_token_id → share_tokens(id) ON DELETE CASCADE`, `sender_user_id → users(id)`, `stage TEXT`, `send_at TIMESTAMPTZ`, `sent_at`, `resend_email_id`, `skip_reason` ; - Three stages: ; - `sender_24h` — 24 hours after share creation; encou",Partial,; - Integration layer (DB persistence + job runner + wire-in to share creation) explicitly marked as not yet implemented in the service file comment — the `share_followups` table exists but it is unclear if rows are being created on share creation in production ; - No confirmed cron / job runner that sweeps `share_followups_pending_idx` and dispatches the emails ; - No confirmed `sent_at` update p,P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `share_followups`, `share_tokens`, `users` ; --- ; | ; --- ;"
E12,Sharing,"Gift Funding (Wallet, Reservations, Billing)","As a sender, I want my gift funded from a wallet with reservations, so that credits are reliably reserved and spent when the gift is created.","; - Service: `src/services/gift-funding.js` ; - **NOTE: `billing_holds` table was RETIRED** — migration (post-112) drops `billing_holds` and removes `track_versions.billing_hold_id`; the column was scaffolded but never used in production (0 rows) ; - **Replacement model:** Gift wallet (`gift_wallet` table) + reservations (`gift_reservations` table) ; - `gift_wallet` table: `user_id PK`, `balance I",Implemented,"; - `UNIQUE INDEX idx_gift_reservations_user_active` means a user can only have ONE active reservation at a time — if a user tries to gift two songs simultaneously (e.g. two browser tabs), the second create will fail with `GIFT_RESERVATION_NOT_ACTIVE` ; - No confirmed atomic decrement of `gift_wallet.balance` — the wallet balance is a cache, but if the ledger transaction and cache update are not i",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `gift_wallet`, `gift_wallet_transactions`, `gift_reservations`, `gift_bundles`, `tracks`, `poems` ; --- ; | ; --- ;"
E13,Sharing,OG Image / Meta for Share Page,"As a sender, I want my shared link to display rich artwork-based preview images sized for each platform, so that the share looks great everywhere.","; - Service: `src/services/song-og-generator.js` + `src/services/og-variant-dispatcher.js` ; - Primary: `generateSongArtworkPreviewImage({ coverPath, width, height })` — artwork-first; Sharp-based JPEG generation ; - Variant support: ; - Standard OG (1200×630): `share_og_1200x630.jpg` ; - WhatsApp square (1200×1200): `share_artwork_1200x1200_whatsapp.jpg` (real artwork) OR `share_og_1200x1200_what",Implemented,"; - OG images are generated on-demand and cached on local filesystem — on Railway (ephemeral container), the cache is lost on every deploy/restart; first request after deploy will always regenerate ; - No CDN/S3 serving for OG images — `Cache-Control: public, max-age=14400` is served from the app server; under heavy share traffic this is a bottleneck ; - `removeUnreadableFile` guard deletes unread",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `tracks`, `track_versions` (local filesystem cache, not S3) ; --- ; | ; --- ;"
E14,Sharing,Viral Loop / Events Tracking,"As the platform, I want share and claim events tracked idempotently as a viral loop, so that recipient-to-sender conversion can be measured.","; - Service: `src/services/events-service.js` — `EventsService` class ; - Method: `emit(eventName, { id, userId, resourceType, resourceId, metadata, ip, userAgent })` ; - Storage: `INSERT INTO events (id, event_name, user_id, resource_type, resource_id, metadata_json, ip_address, user_agent, created_at)` with `ON CONFLICT DO NOTHING` for idempotent inserts (caller supplies `id`) ; - Event names co",Implemented,; - `events` table has no confirmed index on `event_name` + `created_at` — queries filtering by event type over time will be slow at scale ; - No confirmed aggregation pipeline or materialized view refresh — `viral_loop_metrics` view may be too expensive for real-time dashboard use on a large events table ; - `client_receiver_events` — unclear if this is a real table or an event name; if a separat,P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `events`, `receiver_session_events`, `viral_loop_metrics` (view) ; --- ; | ; --- ;"
E15,Sharing,App-Wall / Browser Detection,"As the platform, I want to detect social crawlers and browsers on the share URL, so that crawlers get preview meta while humans are routed to the app.","; - User-agent detection in `src/routes/sharing.js` + `src/server.js`: ; - `isSocialCrawlerUserAgent(ua)` — broad social crawler regex (Facebook, Twitter, Slack, Discord, LinkedIn, WhatsApp, Telegram, Pinterest, Skype) ; - `isFacebookCrawlerUserAgent(ua)` — `/(facebookexternalhit|facebot|meta-externalagent|meta-externalfetcher|twitterbot|...)/i` ; - `isWhatsAppCrawlerUserAgent(ua)` — `/whatsapp/i`",Implemented,"; - No User-Agent-based iOS Safari detection to offer a deeper ""open in app"" experience for mobile web visitors (by design per the comment — but this means Android users see the same web player with no app to open) ; - WhatsApp regex is `/whatsapp/i` — overly broad; matches ""WhatsApp Business API"" bots in some enterprise proxies ; - The 4-hour cache on OG images means a share OG card is stale ",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** none ; --- ; | ; --- ;
E16,Sharing,Recipient Contact Storage,"As a sender, I want the recipient's contact and channel stored on the track, so that the gift can be delivered to the right person.","; - Migration 121 (`121_add_recipient_contact.sql`) adds two columns to `tracks`: ; - `recipient_phone TEXT` ; - `recipient_channel TEXT` ; - These store the delivery contact for the recipient on the track itself ; - `user_contacts` table (migration 091): the canonical contact authority — `user_id`, `type` (email|phone), `value_normalized`, `value_display`, `verified_at`, `source`, `is_primary`, `",Partial,; - `recipient_contact` as a standalone table (referenced in the audit prompt) does NOT exist — recipient contact is stored as columns directly on `tracks` (migration 121) which is a simpler but less queryable design ; - No `recipient_email` column on `tracks` — only `recipient_phone` + `recipient_channel`; the `gift_orders` table has both `recipient_phone` and `recipient_email` ; - No confirmatio,P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `tracks` (recipient_phone, recipient_channel), `gift_orders` (recipient_phone, recipient_email), `user_contacts`, `marketing_contacts` ; --- ; | ; --- ;"
E17,Sharing,Gift Ops Monitoring,"As the operations team, I want gift lifecycle events and incidents monitored, so that delivery failures are surfaced and resolved.","; - Service: `src/services/gift-ops-monitoring.js` ; - Factory: `createGiftOpsMonitor(db)` returns `{ logGiftLifecycle, recordGiftIncident, clearGiftIncident }` ; - `logGiftLifecycle(severity, event, data)` — structured logging for gift lifecycle events ; - `recordGiftIncident({ incidentKey, incidentType, severity, summary, detail, metadata, giftOrderId, outboxId, reopen })` — upserts to `gift_del",Partial,"; - No `ALERT_THRESHOLDS` constants found in `gift-ops-monitoring.js` grep — the thresholds for triggering an incident (e.g., ""delivery stuck for > 30 minutes"") are not confirmed; `recordGiftIncident` must be called explicitly by the dispatch runner ; - No confirmed `checkAlerts()` background job that sweeps overdue orders and auto-opens incidents — incident creation appears to require the dispa",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `gift_delivery_incidents`, `gift_orders`, `gift_delivery_outbox` ; --- ; | ; --- ;"
E18,Sharing,Stream Key / Audio Access,"As a recipient, I want audio served via a per-share stream key with access controls, so that I can play the gift while unauthorized streaming is blocked.","; - `stream_key_id` (UUID) and `stream_key` (16 bytes, base64-encoded) generated per share token at creation ; - Stream key stored in `share_tokens.stream_key` ; - Audio endpoint: `GET /share/:shareId/audio` ; - For `unbound` shares: `web_stream_allowed` flag checked; if false → 403 `WEB_STREAM_NOT_ALLOWED` ; - For `unbound` shares where streaming is allowed: returns `{ stream_url, cdn_enabled: fa",Implemented,; - No signed URL or time-limited token on the `/share/:shareId/audio` endpoint — anyone who knows the shareId can request audio; the only guard is `web_stream_allowed` flag ; - `expires_at: +30min` in the stream response is advisory only — the actual audio endpoint has no expiry enforcement; a client that stores the audio URL can re-request it days later ; - AES-128 HLS key endpoint not confirmed,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `share_tokens` (stream_key, web_stream_allowed) ; --- ; | ; --- ;"
E19,Sharing,Share Token Revocation / Expiry,"As a sender, I want to revoke a share link I created, so that I can stop access to a gift I no longer want shared.","; - Revoke endpoint: `DELETE /tracks/:id/share` ; - Requires auth; verifies track ownership (`track.user_id === userId`) ; - `UPDATE share_tokens SET status = 'revoked' WHERE id = ?` ; - `addShareAccessLog({ eventType: ""revoked"", metadata: { reason: ""creator_revoked"" } })` ; - `addAuditEntry({ action: ""share_revoked"", resourceType: ""share_token"" })` ; - Response: `{ revoked: true }` ; - Re",Implemented,"; - No admin-facing revoke endpoint — admin cannot revoke a share without direct DB manipulation ; - Revocation is not propagated to cached audio files — a recipient's app that already has the stream URL cached can continue playing for up to `cache-control: max-age=300` after revocation ; - Claimed tokens cannot be ""unclaimed"" by the recipient — there is no `release` endpoint ; - No webhook or p",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `share_tokens`, `share_access_log`, `audit_logs` ; --- ; | ; --- ;"
E20,Sharing,Rate Limiting on Share Endpoints,"As the platform, I want share and OTP endpoints rate-limited, so that abuse of sharing and verification is prevented.","; - General rate limiting: `rate_limits` table with `user_id`, `action_type`, `window_start_ms`, `window_seconds`, `count`, `limit_count`; sliding-window DB-backed ; - Admin auth endpoints: ""Two rate-limit dimensions, both fail-closed"" confirmed at line 555 in admin routes ; - OTP SMS: per-phone rate limit via `checkRateLimit(phone)` before sending verification code ; - Share creation: no confir",Partial,; - No per-user or per-IP rate limit on `POST /tracks/:id/share` — a user can create thousands of share tokens per minute ; - No per-IP rate limit on `GET /share/:shareId` — bots can enumerate share IDs at will (share IDs appear to be random but enumeration still burns server resources) ; - No rate limit on `POST /share/:shareId/claim` — claim endpoint has no brute-force protection beyond the atom,P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `rate_limits` ; --- ; | ; --- ;
E21,Sharing,Signed-Out Claim Flow,"As a signed-out recipient, I want to begin claiming a gift and bind it to my account after signing in, so that I can claim without an account up front.","; - `POST /share/:shareId/claim` accepts optional `userId` (from auth token if provided) ; - `bound_user_id` is set via `COALESCE(?, bound_user_id)` — if `claimUserId` is NULL on first claim, `bound_user_id` stays NULL; a subsequent authenticated claim can bind the user ; - The iOS app-wall shows Sign-In-with-Apple in-sheet for signed-out users (confirmed in session memory: ""Signed-out claim = Si",Implemented,"; - If a user claims signed-out (device binds), then signs in as a different user, the `bound_user_id` remains unset — the track library entry is never created for the signed-in user's library unless they trigger a second claim ; - No server-side ""deferred claim"" mechanism — the iOS app must manually re-call the claim endpoint after sign-in; if the app fails to do so, the gift is device-bound bu",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `share_tokens`, `track_library_entries` ; --- ; | ; --- ;"
E22,Sharing,Gift Delivery Outbox / Retry Infrastructure,"As the platform, I want a delivery outbox with retries and worker locking, so that gift messages are delivered reliably without duplication.","; - Table: `gift_delivery_outbox` (migration 081) — per-channel row per gift order ; - `status: pending|sending|sent|failed|cancelled` ; - `attempt_count`, `provider_message_id`, `last_error` ; - `send_after` (scheduled time), `next_retry_at`, `last_attempt_at` ; - `locked_at` — prevents concurrent workers from picking the same row ; - `payload_json` — serialized message payload ; - `provider_name",Implemented,"; - No confirmed retry scheduler / background worker that sweeps `WHERE status IN ('pending', 'failed') AND next_retry_at <= NOW()` — the outbox exists but the runner that drives it was not found in routes or a cron/job setup ; - `locked_at` column exists (pessimistic locking for concurrent workers) but no confirmed worker that acquires/releases the lock ; - `UNIQUE INDEX on (gift_order_id, channe",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `gift_delivery_outbox`, `gift_delivery_incidents`, `gift_orders` ; --- ; | ; --- ;"
E23,Sharing,Gift Order Scheduling,"As a sender, I want to schedule a gift for immediate or future delivery in my timezone, so that it arrives at the right moment.","; - Table: `gift_orders` (migration 056): ; - `delivery_mode: immediate|scheduled`, `send_at`, `sender_timezone` ; - `status: scheduled|dispatching|dispatched|cancelled|failed|dispatch_retry` ; - `dispatch_status: pending|sent|retrying|failed|cancelled` ; - `channels_json` (JSON array, e.g. `[""sms"",""email""]`) ; - `content_snapshot_json` — frozen content snapshot at dispatch time (migration 080",Implemented,"; - No confirmed dispatch runner / cron that picks up `WHERE status = 'scheduled' AND send_at <= NOW()` and transitions to dispatching ; - `content_snapshot_json` is stored but if the track render is still in progress at `send_at`, the snapshot may be incomplete ; - No timezone-safe `send_at` enforcement — `send_at` is stored as TEXT (ISO string), not `TIMESTAMPTZ`; timezone conversion errors at s",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `gift_orders`, `gift_wallet_transactions`, `gift_reservations` ; --- ; | ; --- ;"
E24,Sharing,Poem Share Binding,"As a sender, I want poem shares to bind to a recipient just like song shares, so that gifted poems are claimed and protected the same way.","; - Table: `poem_share_tokens` — parallel to `share_tokens`, added by migration 036 ; - Additional columns (migration 083): poem-specific binding columns (exact columns not captured but migration 083 = `083_poem_share_binding_columns.sql`) ; - `poem_share_access_log` table — parallel access log ; - Share endpoint: `POST /poems/:id/share` ; - Claim endpoint: parallel poem claim in `src/routes/shari",Implemented,; - Poem shares are a parallel implementation of song shares rather than a generalized content share — any new feature added to song sharing must be manually mirrored to poem sharing ; - `poem_share_access_log` is a separate table — cross-content analytics require UNION queries ; - The poem receiver session flow (whether `receiver_sessions.content_kind = 'poem'` is wired through the same app-wall),P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `poem_share_tokens`, `poem_share_access_log` ; --- ; | ; --- ;"
E25,Sharing,Audiogram Download,"As a recipient, I want to download an audiogram of the song, so that I can share it natively to Instagram or Facebook.","; - Endpoint: `GET /share/:shareId/audiogram` — confirmed in share access log event types ; - Described in code comment at line 2816: ""Downloadable audiogram for Instagram/Facebook native upload (rate-limited + signed token)"" ; - Response: binary MP4 file ; - Rate-limited per comment; signed token required (exact token mechanism not confirmed) ; - `addShareAccessLog({ eventType: ""audiogram_down",Partial,"; - Signed token mechanism not confirmed — if it is just a query-string token generated by the server, there is no confirmed expiry enforcement ; - No confirmed audiogram generation service — it is unclear if audiograms are pre-generated or on-demand; on-demand Sharp/FFmpeg generation under share traffic could be a bottleneck ; - Rate limit implementation not confirmed beyond the comment",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `share_access_log` ; --- ; | ; --- ;
F1,PoemsBlogArtwork,Poem Generation (LLM),"As a user, I want to generate a personalized poem for my recipient, so that I can give a heartfelt poem alongside or instead of a song.",,Implemented,; - No entitlement/credit gate: songs consume credits; poems are gated only by rate-limit (20/hr). A free user can generate unlimited poems within rate window. ; - No generation retry: unparseable LLM JSON throws `POEM_GENERATION_FAILED` immediately with no retry attempt. ; - Status stuck at `generating` if server crashes mid-flight — no watchdog or timeout recovery to flip to `generation_failed`.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/routes/poems.js` ; - `src/services/poem-generator.js` ; - `src/services/llm-provider.js` | ; --- ;
F2,PoemsBlogArtwork,Poem CRUD & Library,"As a user, I want to create, view, edit, and delete my poems in a personal library, so that I can manage all the poems I've made.",,Implemented,; - `PATCH` allows client to set `status=published` directly with no guard that `verses` is non-empty — a poem with no verses could be published. ; - `GET /poems` has no pagination — full library fetched in one query; could be slow at scale.,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/routes/poems.js` | ; --- ;
F3,PoemsBlogArtwork,Poem Share Token & Web Viewer,"As a user, I want to share my poem via a link that opens in a web viewer, so that recipients can read it without installing the app.",,Implemented,"; - `ensurePoemShareIsReady()` behavior when `poem.status=generation_failed` is not clearly documented — unclear whether viewer gets a 503 (pending) or a 404 (not found). ; - Poem shares have no app-wall / deep-link handoff; unlike song shares (which have full OneLink + custom scheme flow), poem shares are web-only — no CTA to claim in app.",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/routes/poems.js` ; - `src/routes/sharing.js` | ; --- ;
F4,PoemsBlogArtwork,Poem OG Image (Social Share Card),"As a user, I want my shared poem link to show a social preview card, so that it looks attractive when posted to social media or messaging.",,Implemented,"; - Disk cache keyed on `shareId` not on content hash — if poem verses are edited after share creation, the cached (stale) OG image continues to be served indefinitely. ; - `og_variant` column NULL behavior: if never set at poem creation, the fallback variant selection is undocumented in code comments. ; - No cache TTL or invalidation mechanism; stale images survive until manual purge.",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/routes/sharing.js` ; - `src/services/poem-og-generator.js` ; - `src/services/poem-og-variants.js` | ; --- ;
F5,PoemsBlogArtwork,Blog Post Generation (Autofill),"As a content admin, I want blog posts auto-generated and autofilled from a topic, so that I can produce marketing content efficiently.",,Implemented,; - Re-running autofill on an existing post silently overwrites manual edits with no diff/merge or confirmation. ; - Multi-provider fallback chain (gemini → anthropic → openai) has no cost logging per call — expensive at content-at-scale production use.,P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; - `src/services/blog-autofill-service.js` ; - `src/services/blog-format-service.js` | ; --- ;
